,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
99,2025-05-29,297.40874522045584,264.18581691752104,332.0276623664534,297.40874522045584,297.40874522045584,1.350587426139913,1.350587426139913,1.350587426139913,1.350587426139913,1.350587426139913,1.350587426139913,0.0,0.0,0.0,298.75933264659574
100,2025-05-30,298.05973743266253,265.4751184626974,338.83527779391403,298.05973743266253,298.05973743266253,2.5695843584079645,2.5695843584079645,2.5695843584079645,2.5695843584079645,2.5695843584079645,2.5695843584079645,0.0,0.0,0.0,300.6293217910705
101,2025-06-02,300.0127140692826,267.16632594542114,338.63177377657064,300.0127140692826,300.0127140692826,3.050542081614931,3.050542081614931,3.050542081614931,3.050542081614931,3.050542081614931,3.050542081614931,0.0,0.0,0.0,303.06325615089753
102,2025-06-03,300.66370628148934,267.7039873177327,337.3173324753581,300.66370628148934,300.66370628148934,2.337510479601854,2.337510479601854,2.337510479601854,2.337510479601854,2.337510479601854,2.337510479601854,0.0,0.0,0.0,303.0012167610912
103,2025-06-04,301.314698493696,269.8465397640716,345.27050106576746,301.314698493696,301.314698493696,5.016071851701445,5.016071851701445,5.016071851701445,5.016071851701445,5.016071851701445,5.016071851701445,0.0,0.0,0.0,306.33077034539747
104,2025-06-05,301.96569067147453,269.37910382651,336.9817420423463,301.96569067147453,301.96569067147453,1.3505874261423363,1.3505874261423363,1.3505874261423363,1.3505874261423363,1.3505874261423363,1.3505874261423363,0.0,0.0,0.0,303.3162780976169
105,2025-06-06,302.616682849253,271.1903851757239,342.92567171293234,302.616682849253,302.616682849253,2.5695843584136506,2.5695843584136506,2.5695843584136506,2.5695843584136506,2.5695843584136506,2.5695843584136506,0.0,0.0,0.0,305.1862672076666
106,2025-06-09,304.56965938258844,271.5617356853777,345.1200711407072,304.56965938258844,304.56965938258844,3.0505420816097573,3.0505420816097573,3.0505420816097573,3.0505420816097573,3.0505420816097573,3.0505420816097573,0.0,0.0,0.0,307.6202014641982
107,2025-06-10,305.22065156036695,272.87676497417664,344.75107554982014,305.22065156036695,305.22065156036695,2.3375104796068813,2.3375104796068813,2.3375104796068813,2.3375104796068813,2.3375104796068813,2.3375104796068813,0.0,0.0,0.0,307.5581620399738
108,2025-06-11,305.8716437381454,275.5803270227397,347.0635188904718,305.8716437381454,305.8716437381454,5.016071851700952,5.016071851700952,5.016071851700952,5.016071851700952,5.016071851700952,5.016071851700952,0.0,0.0,0.0,310.8877155898463
109,2025-06-12,306.5226359159239,272.9855497261001,342.39199677681046,306.5226359159239,306.5226359159239,1.3505874261372952,1.3505874261372952,1.3505874261372952,1.3505874261372952,1.3505874261372952,1.3505874261372952,0.0,0.0,0.0,307.8732233420612
110,2025-06-13,307.17362809370235,275.043638387736,345.3799384687684,307.17362809370235,307.17362809370235,2.5695843584057765,2.5695843584057765,2.5695843584057765,2.5695843584057765,2.5695843584057765,2.5695843584057765,0.0,0.0,0.0,309.74321245210814
111,2025-06-16,309.1266046270377,277.6379941162707,345.71962025291776,309.1266046270377,309.1266046270377,3.0505420816022126,3.0505420816022126,3.0505420816022126,3.0505420816022126,3.0505420816022126,3.0505420816022126,0.0,0.0,0.0,312.1771467086399
112,2025-06-17,309.7775968110248,277.21607818111283,345.9479663910527,309.7775968110248,309.7775968110248,2.3375104796119097,2.3375104796119097,2.3375104796119097,2.3375104796119097,2.3375104796119097,2.3375104796119097,0.0,0.0,0.0,312.11510729063673
